audio_path_id,clean_text,conversation_id,id,match_ratio,match_transcript,meta.tag,reply_to,speaker,text,timestamp,vectors
sw04036A_9079275_94253625.wav," What was,  what was  the other case? That was also civil? ",4036-0,4036-26,0.9009009009009008,what was what was the other case that was also civil,"[['[ What was, + what was ] the other case?  /', 'qw'], ['That was also civil? /', 'qy^d']]",4036-25,1505,"[ What was, + what was ] the other case?  /That was also civil? /",,[]
sw04036A_15997075_16248425.wav," Uh,  you thought it turned out pretty well? ",4036-0,4036-40,0.8764044943820225,ah but you thought it turned out pretty well,"[['{F Uh, } you thought it turned out pretty well? /', 'qy^d']]",4036-39,1505,"{F Uh, } you thought it turned out pretty well? /",,[]
sw04036A_175666125_180665375.wav," Oh,   so  it was just kind of a zoo  and  the jurors just sort of,  someone had to figure out what was going on? ",4036-0,4036-44,0.9400921658986175,oh so it was just kind of a zoo and the jurors just sort of someone had to figure out what was going on,"[['{F Oh, } {C so } it was just kind of a zoo  /', 'bf'], ['{C and } the jurors just sort of, - /', 'bf'], ['someone had to figure out what was going on? /', 'qy^d']]",4036-43,1505,"{F Oh, } {C so } it was just kind of a zoo  /{C and } the jurors just sort of, - /someone had to figure out what was going on? /",,[]
sw04036A_197989875_200782875.wav," So   it work,  it did end up working  out pretty well? ",4036-0,4036-48,0.8867924528301887,so it worked it did end up working out pretty well,"[['{C So } [ it work-, + it did end up working ] out pretty well? /', 'qy^d']]",4036-47,1505,"{C So } [ it work-, + it did end up working ] out pretty well? /",,[]
,"Yeah.  Did you,  did you  think that  C N N,   well,  the Gulf War coverage  would be kind of,  uh,  an abnormality? I just wonde, I guess. noise I would be curious to know what you thought as to how  like   say  C N N T V news compared to the three networks.  Uh,   you know  whether you thought it was more of a biased or whatever  but   I,  I  guess you wouldnt. You probably,  if you just watched it during the Gulf War, that probably  wouldnt  wouldnt  tell you much. ",4082-0,4082-46,,,"[['Yeah.  /', 'b'], ['[ Did you, + did you ] think that [ C N N, + {D well, } the Gulf War coverage ] would be kind of, {F uh, } an abnormality?  /', 'qy'], ['I just wonde-, I guess.  /', 'h'], ['<noise> I would be curious to know what you thought as to how {D like } {D say } C N N T V news compared to the three networks.  /', 'qw^d'], ['{F Uh, } {D you know } whether you thought it was more of a biased or whatever  /', 'qy^d'], [""{C but } [ I, + I ] guess you wouldn't.  /"", 'sv'], ['You probably, - /', 'sv'], [""if you just watched it during the Gulf War, that probably [ wouldn't + wouldn't ] tell you much. /"", 'sv']]",4082-45,1547,"Yeah.  /[ Did you, + did you ] think that [ C N N, + {D well, } the Gulf War coverage ] would be kind of, {F uh, } an abnormality?  /I just wonde-, I guess.  /<noise> I would be curious to know what you thought as to how {D like } {D say } C N N T V news compared to the three networks.  /{F Uh, } {D you know } whether you thought it was more of a biased or whatever  /{C but } [ I, + I ] guess you wouldn't.  /You probably, - /if you just watched it during the Gulf War, that probably [ wouldn't + wouldn't ] tell you much. /",,[]
sw04104A_7850175_80824375.wav,So you can afford to get a house? ,4104-0,4104-10,0.9393939393939394,so you can afford to get a house,"[['So you can afford to get a house? /', 'qy^d']]",4104-9,1508,So you can afford to get a house? /,,[]
sw04168B_33884375_3588975.wav,  Oh  you dont   like country? ,4168-0,4168-15,0.8070175438596491,oh you do not like country,"[[""# {F Oh } you don't # <laughter> like country? /"", 'qy^d']]",4168-14,1599,# {F Oh } you don't # <laughter> like country? /,,[]
sw04168B_11735875_125866375.wav,"Some of them are just really rough.   So,    so   you went to school then in,  Im surprised you didnt go  to,  to  any  pa,  parties  or anything where they were playing a lot of music or stuff  or,  ",4168-0,4168-55,0.9047619047619048,some of them are just really rough so so you went to school then in i am surprised you did not go to to any parties or anything where they were playing a lot of music or stuff or,"[['Some of them are just really rough.  /', 'sv'], ['[ {D So, } + {D so } ] you went to school then in, - /', 'qy^d'], [""I'm surprised you didn't go [ to, + to ] any [ pa-, + parties ] or anything where they were playing a lot of music or stuff  /"", 'sv'], ['{C or, } -/', '%']]",4168-54,1599,"Some of them are just really rough.  /[ {D So, } + {D so } ] you went to school then in, - /I'm surprised you didn't go [ to, + to ] any [ pa-, + parties ] or anything where they were playing a lot of music or stuff  /{C or, } -/",,[]
sw04341A_139975_15150025.wav,"Uhhuh,  huh.  Do you think they should be punished at all, or,  uh,    like  go to prison,  uh,   because  theyre not really a danger to society. It was almost really self defense, isnt it, in a case like that. ",4341-0,4341-40,0.9081885856079404,umhum huh do you think they should be punished at all or uh like go to prison uh because they are not really a danger to society it was almost really self defense is not it in a case like that,"[['Uh-huh,  /', 'b'], ['{F huh. } Do you think they should be punished at all, or, {F uh, } <throat_clearing> {D like } go to prison, {F uh, }  /', 'qr'], [""{C because } they're not really a danger to society.  /"", 'sv'], [""It was almost really self defense, isn't it, in a case like that. /"", 'qy^d']]",4341-39,1614,"Uh-huh,  /{F huh. } Do you think they should be punished at all, or, {F uh, } <throat_clearing> {D like } go to prison, {F uh, }  /{C because } they're not really a danger to society.  /It was almost really self defense, isn't it, in a case like that. /",,[]
," Oh,   you dont?  ",4611-0,4611-40,,,"[[""{F Oh, } # you don't? # /"", 'qy^d']]",4611-39,1573,"{F Oh, } # you don't? # /",,[]
sw04048A_3736075_39526125.wav,"  Oh,  they do with alcohol.  ",4048-0,4048-7,0.8301886792452831,oh they do with alcohol,"[['# {F Oh, } they do with alcohol. # /', 'qy^d']]",4048-6,1471,"# {F Oh, } they do with alcohol. # /",,[]
sw04048A_59105875_6303125.wav,"Okay,  and  you work in the office around. ",4048-0,4048-19,0.7115384615384616,oh in the oil business okay and you work in the office around,"[['Okay,  /', 'bk'], ['{C and } you work in the office around. /', 'qy^d']]",4048-18,1471,"Okay,  /{C and } you work in the office around. /",,[]
sw04148B_165025_3087725.wav,"Yeah,  actually,   I,  I  agree that  thats an interesting thing.  I,  I  believe  thats a,    for,  for  civil suits its not unanimous,  right,   but   for,  for  criminal suits its unanimous by federal law? ",4148-0,4148-2,0.8367346938775511,yeah actually i i agree that that is an interesting thing i i believe that is a for for civil suits it is not unanimous right but for for criminal suits it is unanimous by federal law,"[['Yeah,  /', 'aa'], [""{D actually, } [ I, + I ] agree that <laughter> that's an interesting thing.  /"", 'sd'], [""[ I, + I ] believe [ that's a, + ] [ for, + for ] civil suits it's not unanimous, {D right, }  /"", 'qy^g'], [""{C but } [ for, + for ] criminal suits it's unanimous by federal law? /"", 'qy^d']]",4148-1,1573,"Yeah,  /{D actually, } [ I, + I ] agree that <laughter> that's an interesting thing.  /[ I, + I ] believe [ that's a, + ] [ for, + for ] civil suits it's not unanimous, {D right, }  /{C but } [ for, + for ] criminal suits it's unanimous by federal law? /",,[]
sw04316B_146501375_1486555.wav, So  she didnt feel safe. ,4316-0,4316-45,0.84,so she did not feel safe,"[[""{C So } she didn't feel safe. /"", 'qy^d']]",4316-44,1592,{C So } she didn't feel safe. /,,[]
,"Yeah, Jonathan,  uh,   you s,  you say  its near and dear to your heart. Buying a car is,  uh,  something youre contemplating, I take it. ",4339-0,4339-0,,,"[['Yeah,  /', 'o'], [""Jonathan, {F uh, } [ you s-, + you say ] it's near and dear to your heart.  /"", 'sd'], [""Buying a car is, {F uh, } something you're contemplating, I take it. /"", 'qy^d']]",,1558,"Yeah,  /Jonathan, {F uh, } [ you s-, + you say ] it's near and dear to your heart.  /Buying a car is, {F uh, } something you're contemplating, I take it. /",,[]
sw04340A_1279925_15318125.wav,Such as New York City ? ,4340-0,4340-2,0.7555555555555555,such as new york city,"[['Such as New York City <laughter>? /', 'qy^d']]",4340-1,1604,Such as New York City <laughter>? /,,[]
sw04353B_100894875_1042855.wav,"Yeah,  so  thats sort of related to her field  a little bit.  ",4353-0,4353-32,0.907563025210084,yeah so that is sort of related to her field a little bit,"[['Yeah,  /', 'b'], [""{C so } that's sort of related to her field # a little bit. # /"", 'qy^d']]",4353-31,1638,"Yeah,  /{C so } that's sort of related to her field # a little bit. # /",,[]
sw04378A_233075_2644775.wav,  So   youre remodeling? ,4378-0,4378-7,0.7450980392156863,so you are remodeling okay,"[[""# {D So } # you're remodeling? /"", 'qy^d']]",4378-6,1580,# {D So } # you're remodeling? /,,[]
sw04378A_2048425_207819375.wav,Where you live it gets very hot? ,4378-0,4378-61,0.9375,where you live it gets very hot,"[['Where you live it gets very hot? /', 'qy^d']]",4378-60,1580,Where you live it gets very hot? /,,[]
sw04378A_249694_2565405.wav," Oh,  these   so  you have the sash windows in? ",4378-0,4378-75,0.6307692307692307,oh these are so you have the sash windows in did uh did it go up and down oh i see,"[['{F Oh, } these - /', 'bf'], ['{C so } you have the sash windows in? /', 'qy^d']]",4378-74,1580,"{F Oh, } these - /{C so } you have the sash windows in? /",,[]
sw02184A_243823875_245667375.wav,The executives? ,2184-0,2184-70,0.8666666666666667,the executives,"[['The executives? /', 'qy^d']]",2184-69,1091,The executives? /,,[]
sw02184A_368569_370511375.wav, But  they werent? ,2184-0,2184-124,0.7777777777777778,but they were not,"[[""{C But } they weren't? /"", 'qy^d']]",2184-123,1091,{C But } they weren't? /,,[]
,"you have  like  bands, I dont know,",2789-0,2789-103,,,"[['you have {D like } bands,  /', 'sd'], [""I don't know,"", 'qy^d']]",2789-102,1090,"you have {D like } bands,  /I don't know,",,[]
sw02789B_36425325_36730075.wav," Oh,  okay, laughter,  not in the,  not in the, ",2789-0,2789-120,0.6823529411764706,oh okay <LAUGH> not in the not in the,"[['{F Oh, } okay,  /', 'bk'], ['<laughter>, [ not in the, + not in the, ]', 'qy^d']]",2789-119,1045,"{F Oh, } okay,  /<laughter>, [ not in the, + not in the, ]",,[]
sw03506B_1039225_108409375.wav," And then,    uh,   uh,  dessert. Something sweet? ",3506-0,3506-30,0.7674418604651163,and then uh dessert something sweet,"[['{C And then, } ] {F uh, } {F uh, } dessert.  /', '+'], ['Something sweet? /', 'qy^d']]",3506-29,1454,"{C And then, } ] {F uh, } {F uh, } dessert.  /Something sweet? /",,[]
sw03506B_113758125_117238.wav,You must like chocolate. ,3506-0,3506-32,0.8214285714285714,you must like chocolate <LAUGH>,"[['You must like chocolate. /', 'qy^d']]",3506-31,1454,You must like chocolate. /,,[]
sw03506A_122443125_123725875.wav," Oh,  you do? ",3506-0,3506-35,0.6956521739130435,oh you do,"[['{F Oh, } you do? /', 'qy^d']]",3506-34,1405,"{F Oh, } you do? /",,[]
sw03506A_20237425_211637125.wav,"I just really started,   uh,   uh,  learning about that  and  I bought a Martha Stewart, I dont know if youve heard of her. ",3506-0,3506-53,0.6113207547169811,um learning about that i am i bought a martha stewart i do not know if you have heard of her her cookbook and she talks about catering and um,"[['I just really started, ] {F uh, } {F uh, } learning about that  /', '+'], ['{C and } I bought a Martha Stewart,  /', 'sd'], [""I don't know if you've heard of her.  /"", 'qy^d']]",3506-52,1405,"I just really started, ] {F uh, } {F uh, } learning about that  /{C and } I bought a Martha Stewart,  /I don't know if you've heard of her.  /",,[]
sw03506B_26897575_274266.wav," Um,   and  hes not interested in letting his twentyone year old daughter experiment with it probably. ",3506-0,3506-68,0.8952380952380953,and he is not interested in letting his twenty one year old daughter experiment with it probably either huh,"[[""{F Um, } {C and } he's not interested in letting his twenty-one year old daughter experiment with it probably. /"", 'qy^d']]",3506-67,1454,"{F Um, } {C and } he's not interested in letting his twenty-one year old daughter experiment with it probably. /",,[]
sw04038B_2826265_285331.wav," Uh,  it was too circumstantial? ",4038-0,4038-65,0.8852459016393442,uh it was too circumstantial,"[['{F Uh, } it was too circumstantial? /', 'qy^d']]",4038-64,1539,"{F Uh, } it was too circumstantial? /",,[]
sw04349B_85505375_885255.wav,Just to pack the bearings? ,4349-0,4349-1,0.9230769230769232,just to pack the bearings,"[['Just to pack the bearings? /', 'qy^d']]",4349-0,1561,Just to pack the bearings? /,,[]
sw04349B_119488125_122511625.wav, Right.   And  they repacked the wheel bearings. ,4349-0,4349-5,0.8791208791208791,right and they repacked the wheel bearings,"[['# Right. #  /', 'b'], ['{C And } they repacked the wheel bearings. /', 'qy^d']]",4349-4,1561,# Right. #  /{C And } they repacked the wheel bearings. /,,[]
sw04349A_251016625_254285375.wav,Youre talking about the vibration dampener? ,4349-0,4349-26,0.9318181818181818,you are talking about the vibration dampener,"[[""You're talking about the vibration dampener? /"", 'qy^d']]",4349-25,1611,You're talking about the vibration dampener? /,,[]
sw03075B_37659125_402035.wav,"Your family doesnt live close, then? ",3075-0,3075-12,0.9041095890410958,your family does not live close then,"[[""Your family doesn't live close, then? /"", 'qy^d']]",3075-11,1266,"Your family doesn't live close, then? /",,[]
," Well,   I dont,  I dont  know if you got to see WEEKEND,  um,  AT BERNIES ",3144-0,3144-49,,,"[[""{D Well, } [ I don't, + I don't ] know if you got to see WEEKEND, {F um, } AT BERNIE'S --"", 'qy^d']]",3144-48,1313,"{D Well, } [ I don't, + I don't ] know if you got to see WEEKEND, {F um, } AT BERNIE'S --",,[]
sw03435A_22204375_29463625.wav,Yeah. Weve got tons up here  but  I dont know. How do you feel about your game? I guess thats a good question? ,3435-0,3435-10,0.8918918918918919,yeah we have got tons up here but i do not know how do you feel about your game i guess that is a good question,"[['Yeah.  /', 'b'], [""We've got tons up here  /"", 'sd'], [""{C but } I don't know.  /"", 'h'], ['How do you feel about your game?  /', 'qw'], [""I guess that's a good question? /"", 'qy^d']]",3435-9,1421,Yeah.  /We've got tons up here  /{C but } I don't know.  /How do you feel about your game?  /I guess that's a good question? /,,[]
sw03435A_25659325_2593485.wav,Thats pretty good. For eighteen? ,3435-0,3435-56,0.8615384615384616,that is pretty good for eighteen,"[[""That's pretty good.  /"", 'ba'], ['For eighteen? /', 'qy^d']]",3435-55,1421,That's pretty good.  /For eighteen? /,,[]
sw03658B_105234375_108724125.wav,Through your company? ,3658-0,3658-21,0.723404255,uh through my company yes,"[['Through your company? /', 'qy^d']]",3658-20,1383,Through your company? /,,[]
sw03876A_145895125_154539.wav,"It makes it worthwhile to take it back  and  Ive just started drinking a new water called Clearly Canadian, I dont know if youve tried it  ",3876-0,3876-39,0.9252669039145908,it makes it worthwhile to take it back and i have just started drinking a new water called clearly canadian i do not know if you have tried it,"[['It makes it worthwhile to take it back  /', 'sv'], [""{C and } I've just started drinking a new water called Clearly Canadian,  /"", 'sd'], [""I don't know if you've tried it -- /"", 'qy^d']]",3876-38,1469,"It makes it worthwhile to take it back  /{C and } I've just started drinking a new water called Clearly Canadian,  /I don't know if you've tried it -- /",,[]
sw04049A_46421875_5233275.wav,"Yeah,  uh,  I guess I basically agree that,  uh,   do you think its okay for a company to reject somebody knowing that theyll take drugs?  I mean  suppose  they found out some other way?  ",4049-0,4049-3,0.6275862068965518,to reject somebody just knowing that they have take drugs i mean suppose they found out some other way,"[['Yeah,  /', 'aa'], ['{F uh, } I guess I basically agree that, {F uh, } - /', 'sv'], [""do you think it's okay for a company to reject somebody knowing that they'll take drugs?  /"", 'qy'], ['{E I mean } suppose # they found out some other way? # /', 'qy^d']]",4049-2,1530,"Yeah,  /{F uh, } I guess I basically agree that, {F uh, } - /do you think it's okay for a company to reject somebody knowing that they'll take drugs?  /{E I mean } suppose # they found out some other way? # /",,[]
,You do too? ,4127-0,4127-83,,,"[['You do too? /', 'qy^d']]",4127-82,1573,You do too? /,,[]
sw04153B_281158125_28770225.wav,"   And    you know   so     they,    you know,  they used,    uh,   oh,  I think they used  the,  you probably heard  where,   you know,  where  you stand in front of the clock and get your power back to control yourself. ",4153-0,4153-69,0.7679558011049724,oh i think they used the you probably heard where you know where you stand in front of the clock and get your power back to control yourself,"[['# [ {C And } + {D you know } {C so } ] [ [ they, + # {D you know, } they used, ] + {F uh, } {F oh, } I think they used ] the, - /', 'sd'], ['you probably heard [ where, + {D you know, } where ] you stand in front of the clock and get your power back to control yourself. /', 'qy^d']]",4153-68,1602,"# [ {C And } + {D you know } {C so } ] [ [ they, + # {D you know, } they used, ] + {F uh, } {F oh, } I think they used ] the, - /you probably heard [ where, + {D you know, } where ] you stand in front of the clock and get your power back to control yourself. /",,[]
sw04181B_26950125_328265.wav,"Which is probably pretty nice,  but  Ill bet that means your state sales tax is pretty high. ",4181-0,4181-11,0.9157894736842105,right which is probably pretty nice but i will bet that means your state sales tax is pretty high,"[['Which is probably pretty nice,  /', 'sv'], [""{C but } I'll bet that means your state sales tax is pretty high. /"", 'qy^d']]",4181-10,1577,"Which is probably pretty nice,  /{C but } I'll bet that means your state sales tax is pretty high. /",,[]
sw04318A_111086125_113535875.wav," Oh,  like a Miata or something like that? ",4318-0,4318-28,0.8888888888888888,oh like a miata or something like that,"[['{F Oh, } like a Miata or something like that? /', 'qy^d']]",4318-27,1530,"{F Oh, } like a Miata or something like that? /",,[]
sw04380A_51594_58705875.wav,"Yeah.  It was  a,  a,   its a  more or less a suburban school system? ",4380-0,4380-14,0.6589595375722543,yeah it was a a it is a more or less a suburban school system yes that is that was true for mine too um,"[['Yeah.  /', 'b^r'], [""[ ((It was [ a, + a, ] + it's a)) ] more or less a suburban school system? /"", 'qy^d']]",4380-13,1537,"Yeah.  /[ ((It was [ a, + a, ] + it's a)) ] more or less a suburban school system? /",,[]
," We just have the case,  Im,  Im  sure youve probably heard of Marion Berry. ",4830-0,4830-51,,,"[['<Inhaling> We just have the case,  /', 'sd'], [""[ I'm, + I'm ] sure you've probably heard of Marion Berry. /"", 'qy^d']]",4830-50,1042,"<Inhaling> We just have the case,  /[ I'm, + I'm ] sure you've probably heard of Marion Berry. /",,[]
sw02395B_37635825_380097.wav,"  It,   with the childrens aspect? ",2395-0,2395-71,0.7887323943661971,it with the children is aspect umhum,"[[""-- [ It-, + ] with the children's aspect? /"", 'qy^d']]",2395-70,1055,"-- [ It-, + ] with the children's aspect? /",,[]
," Um,  Ive got one question for you.  I   you  say you take the newspaper. ",2395-0,2395-97,,,"[[""{F Um, } I've got one question for you.  /"", 'sd'], ['[ I + <<pause>> you ] say you take the newspaper. /', 'qy^d']]",2395-96,1055,"{F Um, } I've got one question for you.  /[ I + <<pause>> you ] say you take the newspaper. /",,[]
,"  Well,  thats about five minutes,  so  ",2546-0,2546-54,,,"[[""<Breathing> {D Well, } that's about five minutes,  /"", 'sd'], ['{C so } --', 'qy^d']]",2546-53,1025,"<Breathing> {D Well, } that's about five minutes,  /{C so } --",,[]
sw02775A_538254125_54280825.wav,One child.  And  they enjoy where theyre living? ,2775-0,2775-94,0.8113207547169812,one child and they enjoy they enjoy where they are living,"[['One child.  /', 'b^m'], [""{C And } they enjoy where they're living? /"", 'qy^d']]",2775-93,1122,One child.  /{C And } they enjoy where they're living? /,,[]
sw02775A_58170675_585311625.wav,"Yeah. So youre just the opposite from me. You want to go back to that,  uh,  ",2775-0,2775-106,0.8689655172413793,so you are just the opposite from me you want to go back to that huh,"[['Yeah.  /', 'b'], [""So you're just the opposite from me.  /"", 'sv'], ['You want to go back to that, {F uh, } /', 'qy^d']]",2775-105,1122,"Yeah.  /So you're just the opposite from me.  /You want to go back to that, {F uh, } /",,[]
sw03073B_306802125_309361.wav,"Its just a half hour,  or  is it hour? ",3073-0,3073-87,0.88,it is just a half hour or is it hour,"[[""It's just a half hour,  /"", 'qy^d'], ['{C or } is it hour? /', 'qrr']]",3073-86,1285,"It's just a half hour,  /{C or } is it hour? /",,[]
sw03086B_39870875_421775.wav,Loaners from work? ,3086-0,3086-9,0.8888888888888888,loaners from work,"[['Loaners from work? /', 'qy^d']]",3086-8,1235,Loaners from work? /,,[]
,At home ,3086-0,3086-39,,,"[['At home --', 'qy^d']]",3086-38,1235,At home --,,[]
," Uh,   and so  its an external modem. ",3086-0,3086-43,,,"[[""{F Uh, } {C and so } it's an external modem. /"", 'qy^d']]",3086-42,1235,"{F Uh, } {C and so } it's an external modem. /",,[]
sw03086B_249948_255445375.wav, So  youve got a lot of traffic noise real close. ,3086-0,3086-63,0.7394957983193278,are you at home now so you have got a lot of traffic noise real close,"[[""{D So } you've got a lot of traffic noise real close. /"", 'qy^d']]",3086-62,1235,{D So } you've got a lot of traffic noise real close. /,,[]
sw03135B_202103125_204876125.wav,Uhhuh.   So  you were able to have somebody come there.  ,3135-0,3135-78,0.897196261682243,uhhuh so you were able to have somebody come there,"[['Uh-huh.  /', 'b'], ['# {C So } you were able to have somebody come there. # /', 'qy^d']]",3135-77,1327,Uh-huh.  /# {C So } you were able to have somebody come there. # /,,[]
sw03154B_38502625_39074375.wav,"Thats nice. I guess they dump it the same place, I wonder where they dump that. ",3154-0,3154-68,0.8554913294797688,that is nice i guess they dump it the same place i wonder where they dump that the same place,"[[""That's nice.  /"", 'ba'], ['I guess they dump it the same place,  /', 'sd'], ['I wonder where they dump that. /', 'qy^d']]",3154-67,1288,"That's nice.  /I guess they dump it the same place,  /I wonder where they dump that. /",,[]
sw03315B_33683125_36592.wav," Uh,  television shows? ",3315-0,3315-11,0.6031746031746031,what are your favorite television shows,"[['{F Uh, } television shows? /', 'qy^d']]",3315-10,1307,"{F Uh, } television shows? /",,[]
sw03445A_14446975_149011375.wav,Oh. In New Hampshire.  All right.  ,3445-0,3445-34,0.75,oh in new hampshire all right,"[['Oh.  /', 'b'], ['In New Hampshire.  /', 'qy^d'], ['# All right. # /', 'bk']]",3445-33,1429,Oh.  /In New Hampshire.  /# All right. # /,,[]
sw03830B_216976875_221305875.wav,"They were paid that whole time  and  I dont know, if youre aware of this r, ",3830-0,3830-97,0.8888888888888888,they were paid that whole time and i do not know if you are aware of this yes,"[['They were paid that whole time  /', 'sd'], [""{C and } I don't know, if you're aware of this r-, -/"", 'qy^d']]",3830-96,1476,"They were paid that whole time  /{C and } I don't know, if you're aware of this r-, -/",,[]
,"Okay. Youre asking what my opinion about,",3925-0,3925-1,,,"[['Okay.  /', 'b'], [""You're asking what my opinion about,"", 'qy^d']]",3925-0,1493,"Okay.  /You're asking what my opinion about,",,[]
sw03925B_205397875_21048175.wav,  So  youre taking a government course? ,3925-0,3925-43,0.6796116504854369,so you are taking a government course at what at the university,"[[""<Laughter>  {D So } you're taking a government course? /"", 'qy^d']]",3925-42,1493,<Laughter>  {D So } you're taking a government course? /,,[]
,At what? The university? ,3925-0,3925-45,,,"[['At what?  /', 'qw'], ['The university? /', 'qy^d']]",3925-44,1493,At what?  /The university? /,,[]
sw04033A_240385125_2484145.wav," Well,  I guess well get pretty good news coverage in a couple of years when you host the,  uh,  summer olympics . ",4033-0,4033-64,0.8666666666666667,<LAUGH> well i guess you will get pretty good news coverage in a couple of years when you host the uh summer olympics <LAUGH>,"[[""{D Well, } I guess we'll get pretty good news coverage  in a couple of years when you host the, {F uh, } summer olympics <laughter>. /"", 'qy^d']]",4033-63,1537,"{D Well, } I guess we'll get pretty good news coverage  in a couple of years when you host the, {F uh, } summer olympics <laughter>. /",,[]
